Country,Region,ISO,Indicator name,Year,Value,ITU estimate?
Iran (Islamic Republic of),Asia & Pacific,IRN,Active mobile-broadband subscriptions per 100 inhabitants,2022,115.6,
Iran (Islamic Republic of),Asia & Pacific,IRN,Fixed broadband basket as a % of GNI p.c.,2022,0,
Iran (Islamic Republic of),Asia & Pacific,IRN,Fixed broadband subscriptions per 100 inhabitants,2022,12.3,
Iran (Islamic Republic of),Asia & Pacific,IRN,Fixed broadband subscriptions: >10 Mbit/s,2022,4846999,
Iran (Islamic Republic of),Asia & Pacific,IRN,Fixed broadband subscriptions: 2 to 10 Mbit/s,2022,4896288,
Iran (Islamic Republic of),Asia & Pacific,IRN,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2022,1187846,
Iran (Islamic Republic of),Asia & Pacific,IRN,Fixed-telephone subscriptions per 100 inhabitants,2022,33.1,
Iran (Islamic Republic of),Asia & Pacific,IRN,Individuals using the Internet. total (%),2022,81.7,yes
Iran (Islamic Republic of),Asia & Pacific,IRN,International bandwidth per Internet user (kbit/s),2022,36566.7,
Iran (Islamic Republic of),Asia & Pacific,IRN,Mobile broadband basket as a % of GNI p.c.,2022,#¡VALOR!,
Iran (Islamic Republic of),Asia & Pacific,IRN,Mobile cellular basket as a % of GNI p.c.,2022,0,
Iran (Islamic Republic of),Asia & Pacific,IRN,Mobile data and voice basket (high consumption) as a % of GNI p.c.,2022,#¡VALOR!,
Iran (Islamic Republic of),Asia & Pacific,IRN,Mobile data and voice basket (low consumption) as a % of GNI p.c.,2022,0,
Iran (Islamic Republic of),Asia & Pacific,IRN,Mobile-cellular subscriptions per 100 inhabitants,2022,164.5,
Iran (Islamic Republic of),Asia & Pacific,IRN,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2022,38117.4,
Iran (Islamic Republic of),Asia & Pacific,IRN,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2022,8604.1,
Iran (Islamic Republic of),Asia & Pacific,IRN,Population covered by a mobile-cellular network (%),2022,96.9,
Iran (Islamic Republic of),Asia & Pacific,IRN,Population covered by at least a 3G mobile network (%),2022,85,
Iran (Islamic Republic of),Asia & Pacific,IRN,Population covered by at least a 4G mobile network (%),2022,81,
Iran (Islamic Republic of),Asia & Pacific,IRN,Total fixed broadband subscriptions,2022,10931133,
Iraq,Arab States,IRQ,Active mobile-broadband subscriptions per 100 inhabitants,2022,46.2,
Iraq,Arab States,IRQ,Female Internet users as a % of total female population,2022,72.3,
Iraq,Arab States,IRQ,Female mobile phone ownership as a % of total female population,2022,58.3,
Iraq,Arab States,IRQ,Fixed broadband basket as a % of GNI p.c.,2022,0,
Iraq,Arab States,IRQ,Fixed broadband subscriptions per 100 inhabitants,2022,14.4,
Iraq,Arab States,IRQ,Fixed broadband subscriptions: >10 Mbit/s,2022,638640,
Iraq,Arab States,IRQ,Fixed broadband subscriptions: 2 to 10 Mbit/s,2022,1915918,
Iraq,Arab States,IRQ,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2022,3831836,
Iraq,Arab States,IRQ,Fixed-telephone subscriptions per 100 inhabitants,2022,5.4,
Iraq,Arab States,IRQ,Households with a computer at home (%),2022,75.6,
Iraq,Arab States,IRQ,Households with Internet access at home (%),2022,88.7,
Iraq,Arab States,IRQ,Households with Internet access at home. rural (%),2022,81,
Iraq,Arab States,IRQ,Households with Internet access at home. urban (%),2022,91.7,
Iraq,Arab States,IRQ,Individuals owning a mobile phone (%),2022,65.7,
Iraq,Arab States,IRQ,Individuals using the Internet. total (%),2022,78.7,
Iraq,Arab States,IRQ,International bandwidth per Internet user (kbit/s),2022,76087.2,
Iraq,Arab States,IRQ,Internet users: < 15 years as a % of all < 15 years,2022,69.7,
Iraq,Arab States,IRQ,Internet users: 15-24 years as a % of all 15-24 years,2022,88.4,
Iraq,Arab States,IRQ,Internet users: 25-74 years as a % of all 25-74 years,2022,80.1,
Iraq,Arab States,IRQ,Internet users: 75+ years as a % of all 75+ years,2022,24.6,
Iraq,Arab States,IRQ,Male Internet users as a % of total male population,2022,84.7,
Iraq,Arab States,IRQ,Male mobile phone ownership as a % of total male population,2022,72.7,
Iraq,Arab States,IRQ,Mobile broadband basket as a % of GNI p.c.,2022,1.7,
Iraq,Arab States,IRQ,Mobile cellular basket as a % of GNI p.c.,2022,1.8,
Iraq,Arab States,IRQ,Mobile data and voice basket (high consumption) as a % of GNI p.c.,2022,2.6,
Iraq,Arab States,IRQ,Mobile data and voice basket (low consumption) as a % of GNI p.c.,2022,2.5,
Iraq,Arab States,IRQ,Mobile-cellular subscriptions per 100 inhabitants,2022,98.2,
Iraq,Arab States,IRQ,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2022,141185.6,
Iraq,Arab States,IRQ,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2022,811.1,
Iraq,Arab States,IRQ,Population covered by a mobile-cellular network (%),2022,100,
Iraq,Arab States,IRQ,Population covered by at least a 3G mobile network (%),2022,98.2,
Iraq,Arab States,IRQ,Population covered by at least a 4G mobile network (%),2022,96.6,
Iraq,Arab States,IRQ,Total fixed broadband subscriptions,2022,6386394,
Ireland,Europe,IRL,Active mobile-broadband subscriptions per 100 inhabitants,2022,118.6,
Ireland,Europe,IRL,Fixed broadband basket as a % of GNI p.c.,2022,1.5,
Ireland,Europe,IRL,Fixed broadband subscriptions per 100 inhabitants,2022,32.1,
Ireland,Europe,IRL,Fixed broadband subscriptions: >10 Mbit/s,2022,1540604,
Ireland,Europe,IRL,Fixed broadband subscriptions: 2 to 10 Mbit/s,2022,65976,
Ireland,Europe,IRL,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2022,4929,
Ireland,Europe,IRL,Fixed-telephone subscriptions per 100 inhabitants,2022,24.3,
Ireland,Europe,IRL,Individuals using the Internet. total (%),2022,95.6,yes
Ireland,Europe countries,IRL,Mobile broadband basket as a % of GNI p.c.,2022,0.4,
Ireland,Europe,IRL,Mobile cellular basket as a % of GNI p.c.,2022,0.4,
Ireland,Europe countries,IRL,Mobile data and voice basket (high consumption) as a % of GNI p.c.,2022,0.4,
Ireland,Europe,IRL,Mobile data and voice basket (low consumption) as a % of GNI p.c.,2022,0.4,
Ireland,Europe,IRL,Mobile-cellular subscriptions per 100 inhabitants,2022,112.5,
Ireland,Europe,IRL,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2022,99103.7,
Ireland,Europe,IRL,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2022,4388.8,
Ireland,Europe,IRL,Population covered by a mobile-cellular network (%),2022,99,
Ireland,Europe,IRL,Population covered by at least a 3G mobile network (%),2022,95,
Ireland,Europe,IRL,Population covered by at least a 4G mobile network (%),2022,90,
Ireland,Europe,IRL,Total fixed broadband subscriptions,2022,1611509,
Israel,Europe,ISR,Fixed broadband basket as a % of GNI p.c.,2022,0.9,
Israel,Europe,ISR,Fixed broadband subscriptions per 100 inhabitants,2022,29.4,
Israel,Europe,ISR,Fixed broadband subscriptions: 2 to 10 Mbit/s,2022,0,
Israel,Europe,ISR,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2022,0,
Israel,Europe,ISR,Fixed-telephone subscriptions per 100 inhabitants,2022,39.5,
Israel,Europe,ISR,Individuals using the Internet. total (%),2022,92.1,yes
Israel,Europe countries,ISR,Mobile broadband basket as a % of GNI p.c.,2022,0.3,
Israel,Europe,ISR,Mobile cellular basket as a % of GNI p.c.,2022,0.3,
Israel,Europe countries,ISR,Mobile data and voice basket (high consumption) as a % of GNI p.c.,2022,0.3,
Israel,Europe,ISR,Mobile data and voice basket (low consumption) as a % of GNI p.c.,2022,0.3,
Israel,Europe,ISR,Mobile-cellular subscriptions per 100 inhabitants,2022,152.2,
Israel,Europe,ISR,Population covered by a mobile-cellular network (%),2022,99,
Israel,Europe,ISR,Population covered by at least a 3G mobile network (%),2022,99,
Israel,Europe,ISR,Total fixed broadband subscriptions,2022,2655177,
Italy,Europe,ITA,Active mobile-broadband subscriptions per 100 inhabitants,2022,95.9,
Italy,Europe,ITA,Female Internet users as a % of total female population,2022,83.8,
Italy,Europe,ITA,Fixed broadband basket as a % of GNI p.c.,2022,1,
Italy,Europe,ITA,Fixed broadband subscriptions per 100 inhabitants,2022,31.5,
Italy,Europe,ITA,Fixed broadband subscriptions: >10 Mbit/s,2022,17574171,
Italy,Europe,ITA,Fixed broadband subscriptions: 2 to 10 Mbit/s,2022,989790,
Italy,Europe,ITA,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2022,32056,
Italy,Europe,ITA,Fixed-telephone subscriptions per 100 inhabitants,2022,33.7,
Italy,Europe,ITA,Households with a computer at home (%),2022,68.8,
Italy,Europe,ITA,Households with Internet access at home (%),2022,83.1,
Italy,Europe,ITA,Households with Internet access at home. rural (%),2022,77.6,
Italy,Europe,ITA,Households with Internet access at home. urban (%),2022,84.2,
Italy,Europe,ITA,Individuals using the Internet. total (%),2022,85.1,
Italy,Europe,ITA,Internet users: 15-24 years as a % of all 15-24 years,2022,96.5,
Italy,Europe,ITA,Internet users: 25-74 years as a % of all 25-74 years,2022,83.5,
Italy,Europe,ITA,Male Internet users as a % of total male population,2022,86.3,
Italy,Europe countries,ITA,Mobile broadband basket as a % of GNI p.c.,2022,0.4,
Italy,Europe,ITA,Mobile cellular basket as a % of GNI p.c.,2022,0.6,
Italy,Europe countries,ITA,Mobile data and voice basket (high consumption) as a % of GNI p.c.,2022,0.6,
Italy,Europe,ITA,Mobile data and voice basket (low consumption) as a % of GNI p.c.,2022,0.6,
Italy,Europe,ITA,Mobile-cellular subscriptions per 100 inhabitants,2022,133,
Italy,Europe,ITA,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2022,225630.8,
Italy,Europe,ITA,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2022,15761.7,
Italy,Europe,ITA,Population covered by a mobile-cellular network (%),2022,100,
Italy,Europe,ITA,Population covered by at least a 3G mobile network (%),2022,100,
Italy,Europe,ITA,Population covered by at least a 4G mobile network (%),2022,100,
Italy,Europe,ITA,Total fixed broadband subscriptions,2022,18596017,
Jamaica,The Americas,JAM,Active mobile-broadband subscriptions per 100 inhabitants,2022,66.7,
Jamaica,The Americas,JAM,Fixed broadband basket as a % of GNI p.c.,2022,8.9,
Jamaica,The Americas,JAM,Fixed broadband subscriptions per 100 inhabitants,2022,15,
Jamaica,The Americas,JAM,Fixed broadband subscriptions: >10 Mbit/s,2022,403185,
Jamaica,The Americas,JAM,Fixed broadband subscriptions: 2 to 10 Mbit/s,2022,19673,
Jamaica,The Americas,JAM,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2022,1883,
Jamaica,The Americas,JAM,Fixed-telephone subscriptions per 100 inhabitants,2022,15.8,
Jamaica,The Americas,JAM,Individuals using the Internet. total (%),2022,85.1,yes
Jamaica,The Americas,JAM,International bandwidth per Internet user (kbit/s),2022,123941.4,
Jamaica,The Americas,JAM,Mobile broadband basket as a % of GNI p.c.,2022,5.4,
Jamaica,The Americas,JAM,Mobile cellular basket as a % of GNI p.c.,2022,1.5,
Jamaica,The Americas,JAM,Mobile data and voice basket (high consumption) as a % of GNI p.c.,2022,5.8,
Jamaica,The Americas,JAM,Mobile data and voice basket (low consumption) as a % of GNI p.c.,2022,5.5,
Jamaica,The Americas,JAM,Mobile-cellular subscriptions per 100 inhabitants,2022,106.2,
Jamaica,The Americas,JAM,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2022,478723.1,
Jamaica,The Americas,JAM,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2022,3094.7,
Jamaica,The Americas,JAM,Population covered by a mobile-cellular network (%),2022,100,
Jamaica,The Americas,JAM,Population covered by at least a 3G mobile network (%),2022,99,
Jamaica,The Americas,JAM,Population covered by at least a 4G mobile network (%),2022,99,
Jamaica,The Americas,JAM,Total fixed broadband subscriptions,2022,424741,
Japan,Asia & Pacific,JPN,Active mobile-broadband subscriptions per 100 inhabitants,2022,234.4,
Japan,Asia & Pacific,JPN,Female Internet users as a % of total female population,2022,82.1,
Japan,Asia & Pacific,JPN,Female mobile phone ownership as a % of total female population,2022,93.2,
Japan,Asia & Pacific,JPN,Fixed broadband basket as a % of GNI p.c.,2022,1.1,
Japan,Asia & Pacific,JPN,Fixed broadband subscriptions per 100 inhabitants,2022,37.2,
Japan,Asia & Pacific,JPN,Fixed broadband subscriptions: >10 Mbit/s,2022,43080463,
Japan,Asia & Pacific,JPN,Fixed broadband subscriptions: 2 to 10 Mbit/s,2022,1517001,
Japan,Asia & Pacific,JPN,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2022,97043,
Japan,Asia & Pacific,JPN,Fixed-telephone subscriptions per 100 inhabitants,2022,48.7,
Japan,Asia & Pacific,JPN,Households with a computer at home (%),2022,75.4,
Japan,Asia & Pacific,JPN,Households with Internet access at home (%),2022,89.5,
Japan,Asia & Pacific,JPN,Households with Internet access at home. rural (%),2022,87.6,
Japan,Asia & Pacific,JPN,Households with Internet access at home. urban (%),2022,92.3,
Japan,Asia & Pacific,JPN,Individuals owning a mobile phone (%),2022,93.8,
Japan,Asia & Pacific,JPN,Individuals using the Internet. total (%),2022,84.9,
Japan,Asia & Pacific,JPN,Internet users: < 15 years as a % of all < 15 years,2022,92.9,
Japan,Asia & Pacific,JPN,Internet users: 15-24 years as a % of all 15-24 years,2022,98.5,
Japan,Asia & Pacific,JPN,Internet users: 25-74 years as a % of all 25-74 years,2022,91.9,
Japan,Asia & Pacific,JPN,Internet users: 75+ years as a % of all 75+ years,2022,46.3,
Japan,Asia & Pacific,JPN,Male Internet users as a % of total male population,2022,87.9,
Japan,Asia & Pacific,JPN,Male mobile phone ownership as a % of total male population,2022,94.4,
Japan,Asia & Pacific,JPN,Mobile broadband basket as a % of GNI p.c.,2022,1.2,
Japan,Asia & Pacific,JPN,Mobile cellular basket as a % of GNI p.c.,2022,1.2,
Japan,Asia & Pacific,JPN,Mobile data and voice basket (high consumption) as a % of GNI p.c.,2022,1.5,
Japan,Asia & Pacific,JPN,Mobile data and voice basket (low consumption) as a % of GNI p.c.,2022,1.2,
Japan,Asia & Pacific,JPN,Mobile-cellular subscriptions per 100 inhabitants,2022,170,
Japan,Asia & Pacific,JPN,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2022,231772.6,
Japan,Asia & Pacific,JPN,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2022,6906.8,
Japan,Asia & Pacific,JPN,Population covered by a mobile-cellular network (%),2022,99.9,
Japan,Asia & Pacific,JPN,Population covered by at least a 3G mobile network (%),2022,99.9,
Japan,Asia & Pacific,JPN,Population covered by at least a 4G mobile network (%),2022,96.6,
Japan,Asia & Pacific,JPN,Total fixed broadband subscriptions,2022,46050884,
Jordan,Arab States,JOR,Active mobile-broadband subscriptions per 100 inhabitants,2022,67.6,
Jordan,Arab States,JOR,Fixed broadband basket as a % of GNI p.c.,2022,6.7,
Jordan,Arab States,JOR,Fixed broadband subscriptions per 100 inhabitants,2022,7.1,
Jordan,Arab States,JOR,Fixed broadband subscriptions: >10 Mbit/s,2022,562725,
Jordan,Arab States,JOR,Fixed broadband subscriptions: 2 to 10 Mbit/s,2022,232848,
Jordan,Arab States,JOR,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2022,656,
Jordan,Arab States,JOR,Fixed-telephone subscriptions per 100 inhabitants,2022,4,
Jordan,Arab States,JOR,Households with a computer at home (%),2022,27.2,
Jordan,Arab States,JOR,Households with Internet access at home (%),2022,92.2,
Jordan,Arab States,JOR,Individuals using the Internet. total (%),2022,90.5,
Jordan,Arab States,JOR,International bandwidth per Internet user (kbit/s),2022,133402.7,
Jordan,Arab States,JOR,Mobile broadband basket as a % of GNI p.c.,2022,3.6,
Jordan,Arab States,JOR,Mobile cellular basket as a % of GNI p.c.,2022,1,
Jordan,Arab States,JOR,Mobile data and voice basket (high consumption) as a % of GNI p.c.,2022,3.5,
Jordan,Arab States,JOR,Mobile data and voice basket (low consumption) as a % of GNI p.c.,2022,1.9,
Jordan,Arab States,JOR,Mobile-cellular subscriptions per 100 inhabitants,2022,67.6,
Jordan,Arab States,JOR,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2022,344436.1,
Jordan,Arab States,JOR,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2022,19517.5,
Jordan,Arab States,JOR,Population covered by a mobile-cellular network (%),2022,99.8,
Jordan,Arab States,JOR,Population covered by at least a 3G mobile network (%),2022,99.8,
Jordan,Arab States,JOR,Population covered by at least a 4G mobile network (%),2022,99.8,
Jordan,Arab States,JOR,Total fixed broadband subscriptions,2022,796229,
Kazakhstan,CIS,KAZ,Active mobile-broadband subscriptions per 100 inhabitants,2022,96.2,
Kazakhstan,CIS,KAZ,Female Internet users as a % of total female population,2022,91.9,
Kazakhstan,CIS,KAZ,Female mobile phone ownership as a % of total female population,2022,95.2,
Kazakhstan,CIS,KAZ,Fixed broadband basket as a % of GNI p.c.,2022,0.6,
Kazakhstan,CIS,KAZ,Fixed broadband subscriptions per 100 inhabitants,2022,14.9,
Kazakhstan,CIS,KAZ,Fixed broadband subscriptions: >10 Mbit/s,2022,1947019,
Kazakhstan,CIS,KAZ,Fixed broadband subscriptions: 2 to 10 Mbit/s,2022,802932,
Kazakhstan,CIS,KAZ,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2022,21343,
Kazakhstan,CIS,KAZ,Fixed-telephone subscriptions per 100 inhabitants,2022,14.6,
Kazakhstan,CIS,KAZ,Households with a computer at home (%),2022,84.8,
Kazakhstan,CIS,KAZ,Households with Internet access at home (%),2022,96.2,
Kazakhstan,CIS,KAZ,Households with Internet access at home. rural (%),2022,95.9,
Kazakhstan,CIS,KAZ,Households with Internet access at home. urban (%),2022,96.3,
Kazakhstan,CIS,KAZ,Individuals owning a mobile phone (%),2022,92.7,
Kazakhstan,CIS,KAZ,Individuals using the Internet. total (%),2022,92.3,
Kazakhstan,CIS,KAZ,International bandwidth per Internet user (kbit/s),2022,125113.5,
Kazakhstan,CIS,KAZ,Internet users: < 15 years as a % of all < 15 years,2022,91.7,
Kazakhstan,CIS,KAZ,Internet users: 15-24 years as a % of all 15-24 years,2022,98.8,
Kazakhstan,CIS,KAZ,Internet users: 25-74 years as a % of all 25-74 years,2022,93.5,
Kazakhstan,CIS,KAZ,Internet users: 75+ years as a % of all 75+ years,2022,38,
Kazakhstan,CIS,KAZ,Male Internet users as a % of total male population,2022,92.7,
Kazakhstan,CIS,KAZ,Male mobile phone ownership as a % of total male population,2022,90.1,
Kazakhstan,CIS countries,KAZ,Mobile broadband basket as a % of GNI p.c.,2022,0.8,
Kazakhstan,CIS,KAZ,Mobile cellular basket as a % of GNI p.c.,2022,0.5,
Kazakhstan,CIS countries,KAZ,Mobile data and voice basket (high consumption) as a % of GNI p.c.,2022,1.1,
Kazakhstan,CIS,KAZ,Mobile data and voice basket (low consumption) as a % of GNI p.c.,2022,0.9,
Kazakhstan,CIS,KAZ,Mobile-cellular subscriptions per 100 inhabitants,2022,129.8,
Kazakhstan,CIS,KAZ,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2022,165224.1,
Kazakhstan,CIS,KAZ,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2022,19097.5,
Kazakhstan,CIS,KAZ,Population covered by a mobile-cellular network (%),2022,99,
Kazakhstan,CIS,KAZ,Population covered by at least a 3G mobile network (%),2022,97.7,
Kazakhstan,CIS,KAZ,Population covered by at least a 4G mobile network (%),2022,87.3,
Kazakhstan,CIS,KAZ,Total fixed broadband subscriptions,2022,2899800,
Kenya,Africa,KEN,Active mobile-broadband subscriptions per 100 inhabitants,2022,59,
Kenya,Africa,KEN,Fixed broadband basket as a % of GNI p.c.,2022,16.6,
Kenya,Africa,KEN,Fixed broadband subscriptions per 100 inhabitants,2022,1.9,
Kenya,Africa,KEN,Fixed broadband subscriptions: >10 Mbit/s,2022,541180,
Kenya,Africa,KEN,Fixed broadband subscriptions: 2 to 10 Mbit/s,2022,482475,
Kenya,Africa,KEN,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2022,14591,
Kenya,Africa,KEN,Fixed-telephone subscriptions per 100 inhabitants,2022,0.1,
Kenya,Africa,KEN,Individuals using the Internet. total (%),2022,40.8,yes
Kenya,Africa,KEN,International bandwidth per Internet user (kbit/s),2022,1082050,
Kenya,Africa,KEN,Mobile broadband basket as a % of GNI p.c.,2022,2.8,
Kenya,Africa,KEN,Mobile cellular basket as a % of GNI p.c.,2022,3.5,
Kenya,Africa,KEN,Mobile data and voice basket (high consumption) as a % of GNI p.c.,2022,6,
Kenya,Africa,KEN,Mobile data and voice basket (low consumption) as a % of GNI p.c.,2022,2.9,
Kenya,Africa,KEN,Mobile-cellular subscriptions per 100 inhabitants,2022,121.7,
Kenya,Africa,KEN,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2022,162541.8,
Kenya,Africa,KEN,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2022,3075.8,
Kenya,Africa,KEN,Population covered by a mobile-cellular network (%),2022,98,
Kenya,Africa,KEN,Population covered by at least a 3G mobile network (%),2022,98,
Kenya,Africa,KEN,Population covered by at least a 4G mobile network (%),2022,97,
Kenya,Africa,KEN,Total fixed broadband subscriptions,2022,1038246,
Kiribati,Asia & Pacific,KIR,Active mobile-broadband subscriptions per 100 inhabitants,2022,48.4,
Kiribati,Asia & Pacific,KIR,Fixed broadband basket as a % of GNI p.c.,2022,0,
Kiribati,Asia & Pacific,KIR,Fixed broadband subscriptions per 100 inhabitants,2022,0.1,
Kiribati,Asia & Pacific,KIR,Fixed broadband subscriptions: >10 Mbit/s,2022,5,
Kiribati,Asia & Pacific,KIR,Fixed broadband subscriptions: 2 to 10 Mbit/s,2022,61,
Kiribati,Asia & Pacific,KIR,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2022,24,
Kiribati,Asia & Pacific,KIR,Fixed-telephone subscriptions per 100 inhabitants,2022,0,
Kiribati,Asia & Pacific,KIR,Individuals using the Internet. total (%),2022,54.4,yes
Kiribati,Asia & Pacific,KIR,International bandwidth per Internet user (kbit/s),2022,30804.4,
Kiribati,Asia & Pacific,KIR,Mobile broadband basket as a % of GNI p.c.,2022,5.8,
Kiribati,Asia & Pacific,KIR,Mobile cellular basket as a % of GNI p.c.,2022,4.2,
Kiribati,Asia & Pacific,KIR,Mobile data and voice basket (high consumption) as a % of GNI p.c.,2022,15.1,
Kiribati,Asia & Pacific,KIR,Mobile data and voice basket (low consumption) as a % of GNI p.c.,2022,10,
Kiribati,Asia & Pacific,KIR,Mobile-cellular subscriptions per 100 inhabitants,2022,48.8,
Kiribati,Asia & Pacific,KIR,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2022,3620.6,
Kiribati,Asia & Pacific,KIR,Population covered by a mobile-cellular network (%),2022,74,
Kiribati,Asia & Pacific,KIR,Population covered by at least a 3G mobile network (%),2022,73,
Kiribati,Asia & Pacific,KIR,Population covered by at least a 4G mobile network (%),2022,64,
Kiribati,Asia & Pacific,KIR,Total fixed broadband subscriptions,2022,90,
Korea (Rep. of),Asia & Pacific,KOR,Active mobile-broadband subscriptions per 100 inhabitants,2022,120.1,
Korea (Rep. of),Asia & Pacific,KOR,Female Internet users as a % of total female population,2022,96.6,
Korea (Rep. of),Asia & Pacific,KOR,Female mobile phone ownership as a % of total female population,2022,96.6,
Korea (Rep. of),Asia & Pacific,KOR,Fixed broadband basket as a % of GNI p.c.,2022,1,
Korea (Rep. of),Asia & Pacific,KOR,Fixed broadband subscriptions per 100 inhabitants,2022,45.4,
Korea (Rep. of),Asia & Pacific,KOR,Fixed broadband subscriptions: >10 Mbit/s,2022,23537333,
Korea (Rep. of),Asia & Pacific,KOR,Fixed-telephone subscriptions per 100 inhabitants,2022,44,
Korea (Rep. of),Asia & Pacific,KOR,Households with a computer at home (%),2022,81,
Korea (Rep. of),Asia & Pacific,KOR,Households with Internet access at home (%),2022,100,
Korea (Rep. of),Asia & Pacific,KOR,Households with Internet access at home. rural (%),2022,99.9,
Korea (Rep. of),Asia & Pacific,KOR,Households with Internet access at home. urban (%),2022,100,
Korea (Rep. of),Asia & Pacific,KOR,Individuals owning a mobile phone (%),2022,97.2,
Korea (Rep. of),Asia & Pacific,KOR,Individuals using the Internet. total (%),2022,97.2,
Korea (Rep. of),Asia & Pacific,KOR,Internet users: 15-24 years as a % of all 15-24 years,2022,99.8,
Korea (Rep. of),Asia & Pacific,KOR,Internet users: 25-74 years as a % of all 25-74 years,2022,96.8,
Korea (Rep. of),Asia & Pacific,KOR,Male Internet users as a % of total male population,2022,97.8,
Korea (Rep. of),Asia & Pacific,KOR,Male mobile phone ownership as a % of total male population,2022,97.8,
Korea (Rep. of),Asia & Pacific,KOR,Mobile broadband basket as a % of GNI p.c.,2022,0.5,
Korea (Rep. of),Asia & Pacific,KOR,Mobile cellular basket as a % of GNI p.c.,2022,0.6,
Korea (Rep. of),Asia & Pacific,KOR,Mobile data and voice basket (high consumption) as a % of GNI p.c.,2022,0.8,
Korea (Rep. of),Asia & Pacific,KOR,Mobile data and voice basket (low consumption) as a % of GNI p.c.,2022,0.7,
Korea (Rep. of),Asia & Pacific,KOR,Mobile-cellular subscriptions per 100 inhabitants,2022,148.6,
Korea (Rep. of),Asia & Pacific,KOR,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2022,344311.2,
Korea (Rep. of),Asia & Pacific,KOR,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2022,14070,
Korea (Rep. of),Asia & Pacific,KOR,Population covered by a mobile-cellular network (%),2022,99.9,
Korea (Rep. of),Asia & Pacific,KOR,Population covered by at least a 3G mobile network (%),2022,99.9,
Korea (Rep. of),Asia & Pacific,KOR,Population covered by at least a 4G mobile network (%),2022,99.9,
Korea (Rep. of),Asia & Pacific,KOR,Total fixed broadband subscriptions,2022,23537333,
Kuwait,Arab States,KWT,Active mobile-broadband subscriptions per 100 inhabitants,2022,151.5,
Kuwait,Arab States,KWT,Fixed broadband basket as a % of GNI p.c.,2022,1.2,
Kuwait,Arab States,KWT,Fixed broadband subscriptions per 100 inhabitants,2022,1.5,
Kuwait,Arab States,KWT,Fixed broadband subscriptions: >10 Mbit/s,2022,40937,
Kuwait,Arab States,KWT,Fixed broadband subscriptions: 2 to 10 Mbit/s,2022,18927,
Kuwait,Arab States,KWT,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2022,2704,
Kuwait,Arab States,KWT,Fixed-telephone subscriptions per 100 inhabitants,2022,13.4,
Kuwait,Arab States,KWT,Individuals using the Internet. total (%),2022,99.8,yes
Kuwait,Arab States,KWT,International bandwidth per Internet user (kbit/s),2022,234511.4,
Kuwait,Arab States,KWT,Mobile broadband basket as a % of GNI p.c.,2022,0.5,
Kuwait,Arab States,KWT,Mobile cellular basket as a % of GNI p.c.,2022,0.6,
Kuwait,Arab States,KWT,Mobile data and voice basket (high consumption) as a % of GNI p.c.,2022,0.7,
Kuwait,Arab States,KWT,Mobile data and voice basket (low consumption) as a % of GNI p.c.,2022,0.6,
Kuwait,Arab States,KWT,Mobile-cellular subscriptions per 100 inhabitants,2022,181,
Kuwait,Arab States,KWT,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2022,833593.1,
Kuwait,Arab States,KWT,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2022,55378.6,
Kuwait,Arab States,KWT,Population covered by a mobile-cellular network (%),2022,100,
Kuwait,Arab States,KWT,Population covered by at least a 3G mobile network (%),2022,100,
Kuwait,Arab States,KWT,Population covered by at least a 4G mobile network (%),2022,100,
Kuwait,Arab States,KWT,Total fixed broadband subscriptions,2022,62568,
