Country,Region,ISO,Indicator name,Year,Value,ITU estimate?
Afghanistan,Asia & Pacific,AFG,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Afghanistan,Asia & Pacific,AFG,Fixed broadband subscriptions per 100 inhabitants,2010,0,
Afghanistan,Asia & Pacific,AFG,Fixed-telephone subscriptions per 100 inhabitants,2010,0.1,
Afghanistan,Asia & Pacific,AFG,Individuals using the Internet. total (%),2010,4,yes
Afghanistan,Asia & Pacific,AFG,International bandwidth per Internet user (kbit/s),2010,1773.7,
Afghanistan,Asia & Pacific,AFG,Mobile-cellular subscriptions per 100 inhabitants,2010,36.2,
Afghanistan,Asia & Pacific,AFG,Population covered by a mobile-cellular network (%),2010,80,yes
Afghanistan,Asia & Pacific,AFG,Total fixed broadband subscriptions,2010,1500,yes
Albania,Europe,ALB,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Albania,Europe,ALB,Fixed broadband subscriptions per 100 inhabitants,2010,3.6,
Albania,Europe,ALB,Fixed-telephone subscriptions per 100 inhabitants,2010,11.4,
Albania,Europe,ALB,Individuals using the Internet. total (%),2010,45,
Albania,Europe,ALB,International bandwidth per Internet user (kbit/s),2010,12966.9,
Albania,Europe,ALB,Mobile-cellular subscriptions per 100 inhabitants,2010,92.4,
Albania,Europe,ALB,Population covered by a mobile-cellular network (%),2010,98.2,
Albania,Europe,ALB,Total fixed broadband subscriptions,2010,105539,
Algeria,Arab States,DZA,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Algeria,Arab States,DZA,Fixed broadband subscriptions per 100 inhabitants,2010,2.5,
Algeria,Arab States,DZA,Fixed-telephone subscriptions per 100 inhabitants,2010,8.2,
Algeria,Arab States,DZA,Individuals using the Internet. total (%),2010,12.5,
Algeria,Arab States,DZA,International bandwidth per Internet user (kbit/s),2010,8032.1,
Algeria,Arab States,DZA,Mobile-cellular subscriptions per 100 inhabitants,2010,91.4,
Algeria,Arab States,DZA,Total fixed broadband subscriptions,2010,900000,
Andorra,Europe,AND,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Andorra,Europe,AND,Fixed broadband subscriptions per 100 inhabitants,2010,34.3,
Andorra,Europe,AND,Fixed broadband subscriptions: >10 Mbit/s,2010,11238,
Andorra,Europe,AND,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,2699,
Andorra,Europe,AND,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,10565,
Andorra,Europe,AND,Fixed-telephone subscriptions per 100 inhabitants,2010,53.4,
Andorra,Europe,AND,Individuals using the Internet. total (%),2010,81,
Andorra,Europe,AND,International bandwidth per Internet user (kbit/s),2010,39702.8,
Andorra,Europe,AND,Mobile-cellular subscriptions per 100 inhabitants,2010,91.6,
Andorra,Europe,AND,Population covered by a mobile-cellular network (%),2010,99.1,
Andorra,Europe,AND,Population covered by at least a 3G mobile network (%),2010,95.3,
Andorra,Europe,AND,Total fixed broadband subscriptions,2010,24502,
Angola,Africa,AGO,Active mobile-broadband subscriptions per 100 inhabitants,2010,1.2,
Angola,Africa,AGO,Fixed broadband subscriptions per 100 inhabitants,2010,0.1,
Angola,Africa,AGO,Fixed-telephone subscriptions per 100 inhabitants,2010,1.2,
Angola,Africa,AGO,Individuals using the Internet. total (%),2010,2.8,yes
Angola,Africa,AGO,International bandwidth per Internet user (kbit/s),2010,1834.3,
Angola,Africa,AGO,Mobile-cellular subscriptions per 100 inhabitants,2010,40.2,
Angola,Africa,AGO,Total fixed broadband subscriptions,2010,15000,yes
Antigua and Barbuda,The Americas,ATG,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Antigua and Barbuda,The Americas,ATG,Fixed broadband subscriptions per 100 inhabitants,2010,8.3,
Antigua and Barbuda,The Americas,ATG,Fixed-telephone subscriptions per 100 inhabitants,2010,42.4,
Antigua and Barbuda,The Americas,ATG,Individuals using the Internet. total (%),2010,47,yes
Antigua and Barbuda,The Americas,ATG,International bandwidth per Internet user (kbit/s),2010,29793.9,
Antigua and Barbuda,The Americas,ATG,Mobile-cellular subscriptions per 100 inhabitants,2010,196,
Antigua and Barbuda,The Americas,ATG,Population covered by a mobile-cellular network (%),2010,100,
Antigua and Barbuda,The Americas,ATG,Population covered by at least a 3G mobile network (%),2010,0,
Antigua and Barbuda,The Americas,ATG,Total fixed broadband subscriptions,2010,7119,
Argentina,The Americas,ARG,Active mobile-broadband subscriptions per 100 inhabitants,2010,4.9,
Argentina,The Americas,ARG,Fixed broadband subscriptions per 100 inhabitants,2010,9.8,
Argentina,The Americas,ARG,Fixed-telephone subscriptions per 100 inhabitants,2010,24.1,
Argentina,The Americas,ARG,Households with a computer at home (%),2010,47,
Argentina,The Americas,ARG,Individuals using the Internet. total (%),2010,45,yes
Argentina,The Americas,ARG,International bandwidth per Internet user (kbit/s),2010,16291.5,
Argentina,The Americas,ARG,Mobile-cellular subscriptions per 100 inhabitants,2010,138.9,
Argentina,The Americas,ARG,Total fixed broadband subscriptions,2010,4028238,
Armenia,CIS,ARM,Active mobile-broadband subscriptions per 100 inhabitants,2010,12,
Armenia,CIS,ARM,Fixed broadband subscriptions per 100 inhabitants,2010,3.2,
Armenia,CIS,ARM,Fixed-telephone subscriptions per 100 inhabitants,2010,20.1,
Armenia,CIS,ARM,Households with a computer at home (%),2010,20,
Armenia,CIS,ARM,Households with Internet access at home (%),2010,13.6,
Armenia,CIS,ARM,Households with Internet access at home. rural (%),2010,3.8,
Armenia,CIS,ARM,Households with Internet access at home. urban (%),2010,18.6,
Armenia,CIS,ARM,Individuals using the Internet. total (%),2010,25,yes
Armenia,CIS,ARM,International bandwidth per Internet user (kbit/s),2010,14319,
Armenia,CIS,ARM,Mobile-cellular subscriptions per 100 inhabitants,2010,131.2,
Armenia,CIS,ARM,Population covered by a mobile-cellular network (%),2010,98.9,
Armenia,CIS,ARM,Population covered by at least a 3G mobile network (%),2010,93,
Armenia,CIS,ARM,Total fixed broadband subscriptions,2010,93586,
Australia,Asia & Pacific,AUS,Active mobile-broadband subscriptions per 100 inhabitants,2010,56.4,
Australia,Asia & Pacific,AUS,Fixed broadband subscriptions per 100 inhabitants,2010,25,
Australia,Asia & Pacific,AUS,Fixed broadband subscriptions: >10 Mbit/s,2010,4431000,
Australia,Asia & Pacific,AUS,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,4067000,
Australia,Asia & Pacific,AUS,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,1240000,
Australia,Asia & Pacific,AUS,Fixed-telephone subscriptions per 100 inhabitants,2010,48.3,
Australia,Asia & Pacific,AUS,Individuals using the Internet. total (%),2010,76,yes
Australia,Asia & Pacific,AUS,International bandwidth per Internet user (kbit/s),2010,41829.6,
Australia,Asia & Pacific,AUS,Mobile-cellular subscriptions per 100 inhabitants,2010,102.2,
Australia,Asia & Pacific,AUS,Monthly fixed broadband Internet traffic per fixed broadband subscription (MB),2010,9087.1,
Australia,Asia & Pacific,AUS,Population covered by a mobile-cellular network (%),2010,99,
Australia,Asia & Pacific,AUS,Population covered by at least a 3G mobile network (%),2010,99,
Australia,Asia & Pacific,AUS,Total fixed broadband subscriptions,2010,5510000,
Austria,Europe,AUT,Active mobile-broadband subscriptions per 100 inhabitants,2010,33,
Austria,Europe,AUT,Female Internet users as a % of total female population,2010,70.7,
Austria,Europe,AUT,Fixed broadband subscriptions per 100 inhabitants,2010,24.5,
Austria,Europe,AUT,Fixed-telephone subscriptions per 100 inhabitants,2010,40.6,
Austria,Europe,AUT,Households with a computer at home (%),2010,76.2,
Austria,Europe,AUT,Households with Internet access at home (%),2010,72.9,
Austria,Europe,AUT,Individuals using the Internet. total (%),2010,75.2,
Austria,Europe,AUT,International bandwidth per Internet user (kbit/s),2010,54965.2,
Austria,Europe,AUT,Internet users: 15-24 years as a % of all 15-24 years,2010,95.6,
Austria,Europe,AUT,Internet users: 25-74 years as a % of all 25-74 years,2010,71.7,
Austria,Europe,AUT,Male Internet users as a % of total male population,2010,79.7,
Austria,Europe,AUT,Mobile-cellular subscriptions per 100 inhabitants,2010,146.4,
Austria,Europe,AUT,Monthly mobile broadband Internet traffic per mobile broadband subscription (MB),2010,603.8,
Austria,Europe,AUT,Population covered by a mobile-cellular network (%),2010,99,
Austria,Europe,AUT,Population covered by at least a 3G mobile network (%),2010,96,
Austria,Europe,AUT,Total fixed broadband subscriptions,2010,2050400,
Azerbaijan,CIS,AZE,Active mobile-broadband subscriptions per 100 inhabitants,2010,5,
Azerbaijan,CIS,AZE,Female Internet users as a % of total female population,2010,36.5,
Azerbaijan,CIS,AZE,Fixed broadband subscriptions per 100 inhabitants,2010,5.1,
Azerbaijan,CIS,AZE,Fixed broadband subscriptions: >10 Mbit/s,2010,13064,
Azerbaijan,CIS,AZE,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,23736,
Azerbaijan,CIS,AZE,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,423200,
Azerbaijan,CIS,AZE,Fixed-telephone subscriptions per 100 inhabitants,2010,16.3,
Azerbaijan,CIS,AZE,Households with a computer at home (%),2010,30.3,
Azerbaijan,CIS,AZE,Households with Internet access at home (%),2010,45.1,
Azerbaijan,CIS,AZE,Households with Internet access at home. rural (%),2010,29.2,
Azerbaijan,CIS,AZE,Households with Internet access at home. urban (%),2010,58.2,
Azerbaijan,CIS,AZE,Individuals using the Internet. total (%),2010,46,
Azerbaijan,CIS,AZE,International bandwidth per Internet user (kbit/s),2010,8943,
Azerbaijan,CIS,AZE,Internet users: < 15 years as a % of all < 15 years,2010,16.5,
Azerbaijan,CIS,AZE,Internet users: 15-24 years as a % of all 15-24 years,2010,78.8,
Azerbaijan,CIS,AZE,Internet users: 25-74 years as a % of all 25-74 years,2010,32,
Azerbaijan,CIS,AZE,Male Internet users as a % of total male population,2010,55.6,
Azerbaijan,CIS,AZE,Mobile-cellular subscriptions per 100 inhabitants,2010,98.5,
Azerbaijan,CIS,AZE,Population covered by a mobile-cellular network (%),2010,100,
Azerbaijan,CIS,AZE,Population covered by at least a 3G mobile network (%),2010,69.2,
Azerbaijan,CIS,AZE,Total fixed broadband subscriptions,2010,475295,
Bahamas,The Americas,BHS,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Bahamas,The Americas,BHS,Female Internet users as a % of total female population,2010,67,
Bahamas,The Americas,BHS,Fixed broadband subscriptions per 100 inhabitants,2010,6.6,
Bahamas,The Americas,BHS,Fixed-telephone subscriptions per 100 inhabitants,2010,34.6,
Bahamas,The Americas,BHS,Individuals using the Internet. total (%),2010,43,yes
Bahamas,The Americas,BHS,International bandwidth per Internet user (kbit/s),2010,3862.8,
Bahamas,The Americas,BHS,Male Internet users as a % of total male population,2010,62.3,
Bahamas,The Americas,BHS,Mobile-cellular subscriptions per 100 inhabitants,2010,114.8,
Bahamas,The Americas,BHS,Population covered by a mobile-cellular network (%),2010,100,
Bahamas,The Americas,BHS,Total fixed broadband subscriptions,2010,24702,
Bahrain,Arab States,BHR,Active mobile-broadband subscriptions per 100 inhabitants,2010,3.8,
Bahrain,Arab States,BHR,Fixed broadband subscriptions per 100 inhabitants,2010,12.8,
Bahrain,Arab States,BHR,Fixed-telephone subscriptions per 100 inhabitants,2010,18.8,
Bahrain,Arab States,BHR,Individuals using the Internet. total (%),2010,55,
Bahrain,Arab States,BHR,International bandwidth per Internet user (kbit/s),2010,14981.2,
Bahrain,Arab States,BHR,Mobile-cellular subscriptions per 100 inhabitants,2010,129.1,
Bahrain,Arab States,BHR,Population covered by a mobile-cellular network (%),2010,100,
Bahrain,Arab States,BHR,Population covered by at least a 3G mobile network (%),2010,100,
Bahrain,Arab States,BHR,Total fixed broadband subscriptions,2010,154912,
Bangladesh,Asia & Pacific,BGD,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Bangladesh,Asia & Pacific,BGD,Fixed broadband subscriptions per 100 inhabitants,2010,0.3,
Bangladesh,Asia & Pacific,BGD,Fixed broadband subscriptions: >10 Mbit/s,2010,120,
Bangladesh,Asia & Pacific,BGD,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,1450,
Bangladesh,Asia & Pacific,BGD,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,412999,
Bangladesh,Asia & Pacific,BGD,Fixed-telephone subscriptions per 100 inhabitants,2010,0.9,
Bangladesh,Asia & Pacific,BGD,Individuals using the Internet. total (%),2010,3.7,yes
Bangladesh,Asia & Pacific,BGD,International bandwidth per Internet user (kbit/s),2010,1457.1,
Bangladesh,Asia & Pacific,BGD,Mobile-cellular subscriptions per 100 inhabitants,2010,45.8,
Bangladesh,Asia & Pacific,BGD,Population covered by a mobile-cellular network (%),2010,96,
Bangladesh,Asia & Pacific,BGD,Total fixed broadband subscriptions,2010,414569,
Barbados,The Americas,BRB,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Barbados,The Americas,BRB,Fixed broadband subscriptions per 100 inhabitants,2010,20.5,
Barbados,The Americas,BRB,Fixed-telephone subscriptions per 100 inhabitants,2010,50,
Barbados,The Americas,BRB,Households with a computer at home (%),2010,56,
Barbados,The Americas,BRB,Households with Internet access at home (%),2010,46.9,
Barbados,The Americas,BRB,Individuals using the Internet. total (%),2010,65.1,yes
Barbados,The Americas,BRB,International bandwidth per Internet user (kbit/s),2010,22143.1,
Barbados,The Americas,BRB,Mobile-cellular subscriptions per 100 inhabitants,2010,127.4,
Barbados,The Americas,BRB,Total fixed broadband subscriptions,2010,56190,
Belarus,CIS,BLR,Active mobile-broadband subscriptions per 100 inhabitants,2010,12.3,
Belarus,CIS,BLR,Female Internet users as a % of total female population,2010,29.4,
Belarus,CIS,BLR,Fixed broadband subscriptions per 100 inhabitants,2010,17.1,
Belarus,CIS,BLR,Fixed-telephone subscriptions per 100 inhabitants,2010,42.5,
Belarus,CIS,BLR,Households with a computer at home (%),2010,40.9,
Belarus,CIS,BLR,Households with Internet access at home (%),2010,31.3,
Belarus,CIS,BLR,Households with Internet access at home. rural (%),2010,13.1,
Belarus,CIS,BLR,Households with Internet access at home. urban (%),2010,38.1,
Belarus,CIS,BLR,Individuals using the Internet. total (%),2010,31.8,
Belarus,CIS,BLR,International bandwidth per Internet user (kbit/s),2010,21650.7,
Belarus,CIS,BLR,Internet users: 15-24 years as a % of all 15-24 years,2010,70.6,
Belarus,CIS,BLR,Internet users: 25-74 years as a % of all 25-74 years,2010,27.7,
Belarus,CIS,BLR,Internet users: 75+ years as a % of all 75+ years,2010,0.4,
Belarus,CIS,BLR,Male Internet users as a % of total male population,2010,35,
Belarus,CIS,BLR,Mobile-cellular subscriptions per 100 inhabitants,2010,106.2,
Belarus,CIS,BLR,Population covered by a mobile-cellular network (%),2010,99.7,
Belarus,CIS,BLR,Population covered by at least a 3G mobile network (%),2010,67,
Belarus,CIS,BLR,Total fixed broadband subscriptions,2010,1666631,
Belgium,Europe,BEL,Active mobile-broadband subscriptions per 100 inhabitants,2010,9.6,
Belgium,Europe,BEL,Female Internet users as a % of total female population,2010,75.3,
Belgium,Europe,BEL,Fixed broadband subscriptions per 100 inhabitants,2010,31,
Belgium,Europe,BEL,Fixed broadband subscriptions: >10 Mbit/s,2010,1935468,
Belgium,Europe,BEL,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,1367367,
Belgium,Europe,BEL,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,70270,
Belgium,Europe,BEL,Fixed-telephone subscriptions per 100 inhabitants,2010,42.7,
Belgium,Europe,BEL,Households with a computer at home (%),2010,76.7,
Belgium,Europe,BEL,Households with Internet access at home (%),2010,72.7,
Belgium,Europe,BEL,Individuals using the Internet. total (%),2010,77.6,
Belgium,Europe,BEL,International bandwidth per Internet user (kbit/s),2010,74671.5,
Belgium,Europe,BEL,Internet users: 15-24 years as a % of all 15-24 years,2010,97,
Belgium,Europe,BEL,Internet users: 25-74 years as a % of all 25-74 years,2010,76.1,
Belgium,Europe,BEL,Male Internet users as a % of total male population,2010,83.2,
Belgium,Europe,BEL,Mobile-cellular subscriptions per 100 inhabitants,2010,111.7,
Belgium,Europe,BEL,Population covered by a mobile-cellular network (%),2010,99.9,
Belgium,Europe,BEL,Population covered by at least a 3G mobile network (%),2010,97,
Belgium,Europe,BEL,Total fixed broadband subscriptions,2010,3373143,
Belize,The Americas,BLZ,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Belize,The Americas,BLZ,Female Internet users as a % of total female population,2010,28.4,
Belize,The Americas,BLZ,Fixed broadband subscriptions per 100 inhabitants,2010,2.8,
Belize,The Americas,BLZ,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,150,
Belize,The Americas,BLZ,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,3100,
Belize,The Americas,BLZ,Fixed-telephone subscriptions per 100 inhabitants,2010,9.4,
Belize,The Americas,BLZ,Individuals using the Internet. total (%),2010,28.2,
Belize,The Americas,BLZ,International bandwidth per Internet user (kbit/s),2010,8807.3,
Belize,The Americas,BLZ,Male Internet users as a % of total male population,2010,28.1,
Belize,The Americas,BLZ,Mobile-cellular subscriptions per 100 inhabitants,2010,60.3,
Belize,The Americas,BLZ,Total fixed broadband subscriptions,2010,8915,
Benin,Africa,BEN,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Benin,Africa,BEN,Fixed broadband subscriptions per 100 inhabitants,2010,0.3,
Benin,Africa,BEN,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,3000,
Benin,Africa,BEN,Fixed-telephone subscriptions per 100 inhabitants,2010,1.4,
Benin,Africa,BEN,Households with a computer at home (%),2010,2,
Benin,Africa,BEN,Households with Internet access at home (%),2010,1.7,
Benin,Africa,BEN,Individuals using the Internet. total (%),2010,3.1,
Benin,Africa,BEN,International bandwidth per Internet user (kbit/s),2010,2103.8,
Benin,Africa,BEN,Mobile-cellular subscriptions per 100 inhabitants,2010,74.9,
Benin,Africa,BEN,Population covered by a mobile-cellular network (%),2010,90,
Benin,Africa,BEN,Population covered by at least a 3G mobile network (%),2010,0,
Benin,Africa,BEN,Total fixed broadband subscriptions,2010,27034,
Bhutan,Asia & Pacific,BTN,Active mobile-broadband subscriptions per 100 inhabitants,2010,0.3,
Bhutan,Asia & Pacific,BTN,Fixed broadband subscriptions per 100 inhabitants,2010,1.2,
Bhutan,Asia & Pacific,BTN,Fixed broadband subscriptions: >10 Mbit/s,2010,0,
Bhutan,Asia & Pacific,BTN,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,0,
Bhutan,Asia & Pacific,BTN,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,8675,
Bhutan,Asia & Pacific,BTN,Fixed-telephone subscriptions per 100 inhabitants,2010,3.7,
Bhutan,Asia & Pacific,BTN,Households with a computer at home (%),2010,10,
Bhutan,Asia & Pacific,BTN,Individuals using the Internet. total (%),2010,13.6,
Bhutan,Asia & Pacific,BTN,International bandwidth per Internet user (kbit/s),2010,1615.4,
Bhutan,Asia & Pacific,BTN,Mobile-cellular subscriptions per 100 inhabitants,2010,55.9,
Bhutan,Asia & Pacific,BTN,Population covered by a mobile-cellular network (%),2010,98,
Bhutan,Asia & Pacific,BTN,Population covered by at least a 3G mobile network (%),2010,15,
Bhutan,Asia & Pacific,BTN,Total fixed broadband subscriptions,2010,8675,
Bolivia (Plurinational State of),The Americas,BOL,Active mobile-broadband subscriptions per 100 inhabitants,2010,1,
Bolivia (Plurinational State of),The Americas,BOL,Fixed broadband subscriptions per 100 inhabitants,2010,0.9,
Bolivia (Plurinational State of),The Americas,BOL,Fixed-telephone subscriptions per 100 inhabitants,2010,8.3,
Bolivia (Plurinational State of),The Americas,BOL,Individuals using the Internet. total (%),2010,22.4,yes
Bolivia (Plurinational State of),The Americas,BOL,International bandwidth per Internet user (kbit/s),2010,3703.9,
Bolivia (Plurinational State of),The Americas,BOL,Mobile-cellular subscriptions per 100 inhabitants,2010,70.2,
Bolivia (Plurinational State of),The Americas,BOL,Population covered by a mobile-cellular network (%),2010,69,
Bolivia (Plurinational State of),The Americas,BOL,Total fixed broadband subscriptions,2010,95948,
Bosnia and Herzegovina,Europe,BIH,Active mobile-broadband subscriptions per 100 inhabitants,2010,5.4,
Bosnia and Herzegovina,Europe,BIH,Fixed broadband subscriptions per 100 inhabitants,2010,10.3,
Bosnia and Herzegovina,Europe,BIH,Fixed broadband subscriptions: >10 Mbit/s,2010,5000,
Bosnia and Herzegovina,Europe,BIH,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,118810,
Bosnia and Herzegovina,Europe,BIH,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,267092,
Bosnia and Herzegovina,Europe,BIH,Fixed-telephone subscriptions per 100 inhabitants,2010,26.2,
Bosnia and Herzegovina,Europe,BIH,Individuals using the Internet. total (%),2010,42.8,yes
Bosnia and Herzegovina,Europe,BIH,International bandwidth per Internet user (kbit/s),2010,18781.8,
Bosnia and Herzegovina,Europe,BIH,Mobile-cellular subscriptions per 100 inhabitants,2010,81.6,
Bosnia and Herzegovina,Europe,BIH,Population covered by a mobile-cellular network (%),2010,99.7,
Bosnia and Herzegovina,Europe,BIH,Population covered by at least a 3G mobile network (%),2010,60,
Bosnia and Herzegovina,Europe,BIH,Total fixed broadband subscriptions,2010,390902,
Botswana,Africa,BWA,Active mobile-broadband subscriptions per 100 inhabitants,2010,1.4,
Botswana,Africa,BWA,Fixed broadband subscriptions per 100 inhabitants,2010,0.6,
Botswana,Africa,BWA,Fixed-telephone subscriptions per 100 inhabitants,2010,6.6,
Botswana,Africa,BWA,Individuals using the Internet. total (%),2010,6,
Botswana,Africa,BWA,International bandwidth per Internet user (kbit/s),2010,6175.3,
Botswana,Africa,BWA,Mobile-cellular subscriptions per 100 inhabitants,2010,113,
Botswana,Africa,BWA,Total fixed broadband subscriptions,2010,11978,
Brazil,The Americas,BRA,Active mobile-broadband subscriptions per 100 inhabitants,2010,10.5,
Brazil,The Americas,BRA,Female Internet users as a % of total female population,2010,40.3,
Brazil,The Americas,BRA,Fixed broadband subscriptions per 100 inhabitants,2010,7.2,
Brazil,The Americas,BRA,Fixed-telephone subscriptions per 100 inhabitants,2010,21.5,
Brazil,The Americas,BRA,Households with a computer at home (%),2010,34.9,
Brazil,The Americas,BRA,Households with Internet access at home (%),2010,27.1,
Brazil,The Americas,BRA,Households with Internet access at home. rural (%),2010,5.6,
Brazil,The Americas,BRA,Households with Internet access at home. urban (%),2010,31.2,
Brazil,The Americas,BRA,Individuals using the Internet. total (%),2010,40.7,
Brazil,The Americas,BRA,International bandwidth per Internet user (kbit/s),2010,12528.6,
Brazil,The Americas,BRA,Internet users: < 15 years as a % of all < 15 years,2010,64.4,
Brazil,The Americas,BRA,Internet users: 15-24 years as a % of all 15-24 years,2010,64.8,
Brazil,The Americas,BRA,Internet users: 25-74 years as a % of all 25-74 years,2010,28.7,
Brazil,The Americas,BRA,Internet users: 75+ years as a % of all 75+ years,2010,1.1,
Brazil,The Americas,BRA,Male Internet users as a % of total male population,2010,41.1,
Brazil,The Americas,BRA,Mobile-cellular subscriptions per 100 inhabitants,2010,100.3,
Brazil,The Americas,BRA,Population covered by at least a 3G mobile network (%),2010,67.1,
Brazil,The Americas,BRA,Total fixed broadband subscriptions,2010,14100890,
Brunei Darussalam,Asia & Pacific,BRN,Active mobile-broadband subscriptions per 100 inhabitants,2010,3.2,
Brunei Darussalam,Asia & Pacific,BRN,Fixed broadband subscriptions per 100 inhabitants,2010,5.5,
Brunei Darussalam,Asia & Pacific,BRN,Fixed-telephone subscriptions per 100 inhabitants,2010,20.2,
Brunei Darussalam,Asia & Pacific,BRN,Individuals using the Internet. total (%),2010,53,yes
Brunei Darussalam,Asia & Pacific,BRN,International bandwidth per Internet user (kbit/s),2010,23820,
Brunei Darussalam,Asia & Pacific,BRN,Mobile-cellular subscriptions per 100 inhabitants,2010,109.9,
Brunei Darussalam,Asia & Pacific,BRN,Total fixed broadband subscriptions,2010,21699,
Bulgaria,Europe,BGR,Active mobile-broadband subscriptions per 100 inhabitants,2010,34,
Bulgaria,Europe,BGR,Female Internet users as a % of total female population,2010,45.4,
Bulgaria,Europe,BGR,Fixed broadband subscriptions per 100 inhabitants,2010,14.8,
Bulgaria,Europe,BGR,Fixed broadband subscriptions: >10 Mbit/s,2010,816928,
Bulgaria,Europe,BGR,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,250429,
Bulgaria,Europe,BGR,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,20929,
Bulgaria,Europe,BGR,Fixed-telephone subscriptions per 100 inhabitants,2010,28.5,
Bulgaria,Europe,BGR,Households with a computer at home (%),2010,35.1,
Bulgaria,Europe,BGR,Households with Internet access at home (%),2010,33.1,
Bulgaria,Europe,BGR,Individuals using the Internet. total (%),2010,46.2,
Bulgaria,Europe,BGR,International bandwidth per Internet user (kbit/s),2010,66269.6,
Bulgaria,Europe,BGR,Internet users: 15-24 years as a % of all 15-24 years,2010,79.9,
Bulgaria,Europe,BGR,Internet users: 25-74 years as a % of all 25-74 years,2010,40.4,
Bulgaria,Europe,BGR,Male Internet users as a % of total male population,2010,47.1,
Bulgaria,Europe,BGR,Mobile-cellular subscriptions per 100 inhabitants,2010,134.3,
Bulgaria,Europe,BGR,Population covered by a mobile-cellular network (%),2010,100,
Bulgaria,Europe,BGR,Population covered by at least a 3G mobile network (%),2010,93.4,
Bulgaria,Europe,BGR,Total fixed broadband subscriptions,2010,1124723,
Burkina Faso,Africa,BFA,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Burkina Faso,Africa,BFA,Fixed broadband subscriptions per 100 inhabitants,2010,0.1,
Burkina Faso,Africa,BFA,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,439,
Burkina Faso,Africa,BFA,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,3711,
Burkina Faso,Africa,BFA,Fixed-telephone subscriptions per 100 inhabitants,2010,0.9,
Burkina Faso,Africa,BFA,Individuals using the Internet. total (%),2010,2.4,yes
Burkina Faso,Africa,BFA,International bandwidth per Internet user (kbit/s),2010,2070.8,
Burkina Faso,Africa,BFA,Mobile-cellular subscriptions per 100 inhabitants,2010,35.4,
Burkina Faso,Africa,BFA,Total fixed broadband subscriptions,2010,13705,
Burundi,Africa,BDI,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Burundi,Africa,BDI,Fixed broadband subscriptions per 100 inhabitants,2010,0,
Burundi,Africa,BDI,Fixed broadband subscriptions: >10 Mbit/s,2010,0,
Burundi,Africa,BDI,Fixed broadband subscriptions: 2 to 10 Mbit/s,2010,2,
Burundi,Africa,BDI,Fixed broadband subscriptions: 256kbit/s - <2Mbit/s,2010,28,
Burundi,Africa,BDI,Fixed-telephone subscriptions per 100 inhabitants,2010,0.4,
Burundi,Africa,BDI,Individuals using the Internet. total (%),2010,1,yes
Burundi,Africa,BDI,International bandwidth per Internet user (kbit/s),2010,1670.9,
Burundi,Africa,BDI,Mobile-cellular subscriptions per 100 inhabitants,2010,18.4,yes
Burundi,Africa,BDI,Total fixed broadband subscriptions,2010,352,
Cabo Verde,Africa,CPV,Active mobile-broadband subscriptions per 100 inhabitants,2010,0,
Cabo Verde,Africa,CPV,Fixed broadband subscriptions per 100 inhabitants,2010,3.1,
Cabo Verde,Africa,CPV,Fixed-telephone subscriptions per 100 inhabitants,2010,13.8,
Cabo Verde,Africa,CPV,Individuals using the Internet. total (%),2010,30,yes
Cabo Verde,Africa,CPV,International bandwidth per Internet user (kbit/s),2010,2973.8,
Cabo Verde,Africa,CPV,Mobile-cellular subscriptions per 100 inhabitants,2010,71.3,
Cabo Verde,Africa,CPV,Total fixed broadband subscriptions,2010,16071,
